6.240099999999999909e+02,6.400000000000000000e+02,6.000000000000000000e+02,6.134723099999999931e+02,3.314816500200000178e+02,2.049583944919999922e+05,6.183099259929999789e+02
6.134723099999999931e+02,6.269999000000000251e+02,5.900000000000000000e+02,6.142245599999999968e+02,5.833343305099999725e+02,3.557448458659999887e+05,6.098472646989999930e+02
6.150000000000000000e+02,6.300000000000000000e+02,6.050000000000000000e+02,6.257386599999999817e+02,3.230473791900000151e+02,1.993270578870000027e+05,6.170211267040000394e+02
6.261740099999999529e+02,6.589999900000000252e+02,6.232999999999999545e+02,6.538988799999999628e+02,5.612567919499999789e+02,3.615785764760000166e+05,6.442302020439999524e+02
6.538988799999999628e+02,6.599800000000000182e+02,6.130055499999999711e+02,6.252666000000000395e+02,4.777579309199999784e+02,3.027290990500000189e+05,6.336453661110000439e+02
6.260984700000000203e+02,6.283695000000000164e+02,5.900000000000000000e+02,6.117999999999999545e+02,6.072936935300000414e+02,3.690885635359999724e+05,6.077595856310000499e+02
6.120399999999999636e+02,6.215934600000000501e+02,6.030000000000000000e+02,6.092159000000000333e+02,2.746584709900000121e+02,1.680151817490000103e+05,6.117240118009999605e+02
6.092259000000000242e+02,6.293310000000000173e+02,6.051050000000000182e+02,6.247000000000000455e+02,3.463636419700000033e+02,2.152389631170000066e+05,6.214248178399999460e+02
6.247000000000000455e+02,6.266100000000000136e+02,6.100000000000000000e+02,6.100000000000000000e+02,2.937493757999999957e+02,1.813491642960000027e+05,6.173601690269999835e+02
6.100099999999999909e+02,6.154900000000000091e+02,5.622514099999999644e+02,5.853682199999999511e+02,6.847349928300000101e+02,4.058997798119999934e+05,5.927837543900000128e+02
5.853682199999999511e+02,6.089909999999999854e+02,5.853682199999999511e+02,5.969729999999999563e+02,2.821811190000000238e+02,1.686092295680000097e+05,5.975213017979999677e+02
5.986660000000000537e+02,6.900009999999999764e+02,5.932400000000000091e+02,6.125555500000000393e+02,3.314933376500000008e+02,2.011039532569999865e+05,6.066606185299999652e+02
6.120019999999999527e+02,6.240770499999999856e+02,6.031100000000000136e+02,6.139800000000000182e+02,1.860792289000000039e+02,1.137545957490000001e+05,6.113234476620000351e+02
6.139800000000000182e+02,6.200000000000000000e+02,6.001789800000000241e+02,6.110926399999999603e+02,2.403588587300000086e+02,1.466744475139999995e+05,6.102310865069999863e+02
6.120000000000000000e+02,6.150000000000000000e+02,6.011751500000000306e+02,6.057259999999999991e+02,2.481398820699999987e+02,1.506914819089999946e+05,6.072844101140000248e+02
6.079500000000000455e+02,6.099999000000000251e+02,6.001200000000000045e+02,6.030000000000000000e+02,1.867750107100000037e+02,1.130998022099999944e+05,6.055403331530000060e+02
6.060000000000000000e+02,6.060000000000000000e+02,5.760000000000000000e+02,5.800000000000000000e+02,4.614082041300000014e+02,2.719827906410000287e+05,5.894624070539999821e+02
5.800099999999999909e+02,5.990000000000000000e+02,5.760000000000000000e+02,5.928844400000000405e+02,1.913379875400000003e+02,1.129045029590000049e+05,5.900788672969999880e+02
5.950000000000000000e+02,6.100000000000000000e+02,5.887999999999999545e+02,5.957000000000000455e+02,2.368206442499999866e+02,1.424163382259999926e+05,6.013679199179999841e+02
5.982267500000000382e+02,6.039900000000000091e+02,5.350000000000000000e+02,5.481503900000000158e+02,6.324594848000000411e+02,3.659406526469999808e+05,5.785993592339999623e+02
5.467841200000000299e+02,6.050000000000000000e+02,5.451000000000000227e+02,5.840000000000000000e+02,5.400983028900000136e+02,3.139798139170000213e+05,5.813382716390000269e+02
5.853400000000000318e+02,5.980000000000000000e+02,5.750000000000000000e+02,5.810100099999999657e+02,2.405632734799999923e+02,1.411859247810000088e+05,5.868972546740000098e+02
5.810100099999999657e+02,5.988977999999999611e+02,5.750055499999999711e+02,5.920000000000000000e+02,3.742748420799999849e+02,2.200670362840000016e+05,5.879824437610000132e+02
5.916934099999999717e+02,5.967400000000000091e+02,5.840099999999999909e+02,5.958899900000000116e+02,1.984378504899999882e+02,1.175374479149999970e+05,5.923136519820000103e+02
5.951899899999999661e+02,6.055000000000000000e+02,5.931799899999999752e+02,6.008490900000000465e+02,2.295802586700000063e+02,1.376424424609999987e+05,5.995395390630000065e+02
6.023482199999999693e+02,6.100000000000000000e+02,5.998799999999999955e+02,6.025599999999999454e+02,1.503662254099999984e+02,9.096115089330000046e+04,6.049307325849999870e+02
6.025599999999999454e+02,6.044819899999999961e+02,5.940000000000000000e+02,5.983999999999999773e+02,2.084146270999999899e+02,1.246306013189999940e+05,5.979935432219999711e+02
5.983970000000000482e+02,6.008832400000000007e+02,5.900000000000000000e+02,5.956499999999999773e+02,2.926206601999999748e+02,1.743531858509999875e+05,5.958334785120000561e+02
5.961699999999999591e+02,5.987409999999999854e+02,5.900000000000000000e+02,5.900000000000000000e+02,2.298458541999999909e+02,1.365483590890000050e+05,5.940866741520000005e+02
5.912000000000000455e+02,5.949940000000000282e+02,5.610000000000000000e+02,5.689891000000000076e+02,5.876799864600000092e+02,3.410912007790000062e+05,5.804029550730000437e+02
5.689809999999999945e+02,5.700000000000000000e+02,5.021000000000000227e+02,5.250000000000000000e+02,1.448689477350000061e+03,7.783409396750000305e+05,5.372724464729999454e+02
5.240000000000000000e+02,5.395376999999999725e+02,5.021999999999999886e+02,5.069562300000000050e+02,3.665307992499999727e+02,1.899855871209999896e+05,5.183345779119999861e+02
5.071957800000000134e+02,5.372697500000000446e+02,5.011000000000000227e+02,5.070036099999999806e+02,4.491011212399999977e+02,2.329247737269999925e+05,5.186466092189999699e+02
5.102735799999999813e+02,5.224395899999999529e+02,4.021000099999999975e+02,5.049900000000000091e+02,1.454279244320000089e+03,7.033113262470000191e+05,4.836150477940000201e+02
5.049032100000000014e+02,5.249700000000000273e+02,4.700000000000000000e+02,4.984854000000000269e+02,1.109353897839999945e+03,5.544757523920000531e+05,4.998186362989999907e+02
4.990000000000000000e+02,5.031000000000000227e+02,4.780000000000000000e+02,4.921715100000000120e+02,5.780048268599999801e+02,2.840235579080000171e+05,4.913861350450000032e+02
4.921715100000000120e+02,4.989719999999999800e+02,4.500000000000000000e+02,4.523000099999999861e+02,9.314185117700000092e+02,4.430035924520000117e+05,4.756224906990000250e+02
4.549989899999999921e+02,5.187657600000000002e+02,4.300000000000000000e+02,4.970000000000000000e+02,1.789821345079999901e+03,8.442576704309999477e+05,4.716994088550000015e+02
4.927130000000000223e+02,4.950000000000000000e+02,4.710000000000000000e+02,4.830000000000000000e+02,4.103106737100000032e+02,1.979562834640000074e+05,4.824546280359999741e+02
4.790414700000000039e+02,4.898799999999999955e+02,4.400000000000000000e+02,4.540000000000000000e+02,9.119658398999999918e+02,4.185978092949999846e+05,4.590060186250000243e+02
4.557900000000000205e+02,4.850000000000000000e+02,4.500000000000000000e+02,4.650199999999999818e+02,8.869955117299999756e+02,4.169874756199999829e+05,4.701122723909999763e+02
4.650199999999999818e+02,4.740088600000000270e+02,4.500000000000000000e+02,4.630000000000000000e+02,5.094038439899999844e+02,2.356734164180000080e+05,4.626455398759999866e+02
4.630000000000000000e+02,4.640000000000000000e+02,4.550000000000000000e+02,4.570000000000000000e+02,3.792630969499999765e+02,1.745268130609999935e+05,4.601734639210000068e+02
4.590645000000000095e+02,4.635555499999999824e+02,4.063483100000000263e+02,4.070000000000000000e+02,1.600999438759999975e+03,6.923183134960000170e+05,4.324288296020000075e+02
